Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,movieId,title,genres,movie_title,year
Kim Possible,2019,TV-G,15 Feb 2019,86,Action|Adventure|Comedy,"Zach Lipovsky, Adam B. Stein","Josh A. Cagan (script), Josh A. Cagan, Mark McCorkle (characters), Mark McCorkle (script), Mark McCorkle, Bob Schooley (characters), Bob Schooley (script), Bob Schooley","Sadie Stanley, Sean Giambrone, Ciara Riley Wilson, Todd Stashwick",English,USA,1 nomination.,-1.0,3.7,"2,689",tt7979492,199648.0,Kim Possible (2019),Action|Adventure|Children|Comedy,Kim Possible,2019.0
Kingdom of the Blue Whale,2009,G,08 Mar 2009,94,Documentary,,Sue Houghton,"Tom Selleck, Scott Baker, John Calambokidis, Darlene Kenton",English,USA,,-1.0,7.0,126,tt1403075,208617.0,Kingdom of the Blue Whale (2009),Documentary,Kingdom of the Blue Whale,2009.0
Kingdom of the White Wolf,2019,G,25 Aug 2019,-1,Documentary,,,Ronan Donovan,English,United States,,-1.0,8.1,210,tt10704300,,,,,
Kitbull,2019,PG,18 Feb 2019,9,Animation|Short|Drama,Rosana Sullivan,Rosana Sullivan,,English,United States,Nominated for 1 Oscar. 1 win & 2 nominations total,-1.0,8.0,"6,358",tt9536832,199350.0,Kitbull (2019),Animation|Children,Kitbull,2019.0
Kronk's New Groove,2005,G,13 Dec 2005,75,Animation|Comedy|Family|Musical|Romance,"Saul Blinkoff, Elliot M. Bour","Tony Leondis (story by), Michael LaBash (story by), Tom Rogers (story by), Tom Rogers (screenplay by), Michael Lucker","Patrick Warburton, Tracey Ullman, Eartha Kitt, David Spade",English,USA,8 nominations.,-1.0,5.8,"12,034",tt0401398,,,,,
Ruta de la luna,2012,G,04 Oct 2013,80,Drama,Juan Sebastian Jacome,"Irina Caballero, Juan Sebastian Jacome, Rocco Melillo","Jimmy David Suarez, Luis Antonio Gotti, Victoria Greco",Spanish,"Panama, Ecuador",1 win,-1.0,6.2,33,tt1895517,,,,,
Lady and the Tramp,2019,PG,12 Nov 2019,111,Adventure|Comedy|Family,Charlie Bean,"Andrew Bujalski, Kari Granlund","Tessa Thompson, Justin Theroux, Sam Elliott",English,United States,5 nominations,48.0,6.2,"20,699",tt8096832,208800.0,Lady and the Tramp (2019),Comedy|Romance,Lady and the Tramp,2019.0
Lava Murders,2015,G,,-1,Thriller,,Jaime Heintz,,,USA,,-1.0,-1.0,-1,tt4630810,,,,,
Lego Star Wars: All-Stars,2018,TV-Y7,29 Oct 2018,22,Animation|Action|Adventure,,"Carrie Beck, Jake Blais, Leland Chee","Matthew Wood, John DiMaggio, Dana Snyder",English,United States,,-1.0,6.5,296,tt9297164,,,,,
Lemonade Mouth,2011,TV-PG,15 Apr 2011,103,Comedy|Drama|Family|Music|Musical,Patricia Riggen,"April Blair (teleplay), Mark Peter Hughes (novel)","Bridgit Mendler, Adam Hicks, Hayley Kiyoko, Naomi Scott",English,USA,2 nominations.,-1.0,6.9,"15,599",tt1648204,132012.0,Lemonade Mouth (2011),Children,Lemonade Mouth,2011.0
Lend a Paw,1941,Approved,03 Oct 1941,8,Animation|Short|Comedy,Clyde Geronimi,,"Pinto Colvig, Walt Disney, June Foray",English,United States,Won 1 Oscar. 1 win total,-1.0,6.9,"1,596",tt0033824,,,,,
Leroy & Stitch,2006,G,23 Jun 2006,73,Animation|Action|Adventure|Comedy|Drama|Family|Sci-Fi,"Tony Craig, Roberts Gannaway","Roberts Gannaway, Jess Winfield","Daveigh Chase, Chris Sanders, David Ogden Stiers, Kevin McDonald",English,USA,1 nomination.,-1.0,6.2,"5,306",tt0486761,135953.0,Leroy & Stitch (2006),Animation|Children|Comedy,Leroy & Stitch,2006.0
Let It Shine,2012,TV-G,01 Jun 2012,104,Drama|Family|Music,Paul Hoen,"Eric Daniel (teleplay), Don D. Scott (teleplay), Eric Daniel (story)","Tyler James Williams, Coco Jones, Trevor Jackson, Brandon Mychal Smith",English,USA,4 wins & 6 nominations.,-1.0,6.4,"3,150",tt2165933,140565.0,Let It Shine (2012),Children,Let It Shine,2012.0
Life Is Ruff,2005,TV-G,15 Jul 2005,84,Comedy|Family,Charles Haid,Eddie Guzelian,"Kyle Massey, Kay Panabaker, Mitchel Musso, Carter Jenkins",English,USA,,-1.0,4.9,"1,290",tt0450455,142572.0,Life Is Ruff (2005),(no genres listed),Life Is Ruff,2005.0
Life with Mikey,1993,PG,04 Jun 1993,91,Comedy|Family,James Lapine,Marc Lawrence,"Michael J. Fox, Christina Vidal, Nathan Lane",English,United States,4 nominations,50.0,5.6,"5,969",tt0107413,486.0,Life with Mikey (1993),Comedy,Life with Mikey,1993.0
Life-Size 2,2018,TV-14,02 Dec 2018,81,Comedy|Fantasy,Steven K. Tsuchida,"Cameron Fay, Stacey Harman, Stephanie Moore (characters)","Tyra Banks, Francia Raisa, Gavin Stenhouse, Hank Chen",English,USA,1 nomination.,-1.0,4.7,858,tt3920782,200828.0,Life-Size 2 (2018),Children|Fantasy,Life-Size 2,2018.0
Lifted,2006,G,29 Jun 2007,5,Animation|Short|Comedy,Gary Rydstrom,"Gary Rydstrom, Jeff Pidgeon, Maxwell Brace IV",Sheb Wooley,None,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,7.8,"19,290",tt0945571,133335.0,,Children|Drama,,
Lilo & Stitch 2: Stitch Has a Glitch,2005,PG,30 Aug 2005,68,Animation|Comedy|Drama|Family|Sci-Fi,"Michael LaBash, Tony Leondis","Tony Leondis (screenplay by), Michael LaBash (screenplay by), Eddie Guzelian (screenplay by), Alexa Junge (screenplay by)","Chris Sanders, Dakota Fanning, Tia Carrere, David Ogden Stiers","English, French, Spanish",USA,2 wins & 13 nominations.,-1.0,6.3,"12,911",tt0457993,,,,,
Lonesome Ghosts,1937,Approved,24 Dec 1937,9,Animation|Short|Comedy,Burt Gillett,Dick Friel,"Billy Bletcher, Pinto Colvig, Walt Disney",English,United States,,-1.0,7.6,"2,670",tt0029161,145168.0,Lonesome Ghosts (1937),Animation|Comedy,Lonesome Ghosts,1937.0
Lost Treasures of the Maya,2018,G,06 Feb 2018,-1,Documentary|History,Ben Crichton,,"Albert Yu-Min Lin, Thomas Garrison, Marcelo Canuto",English,"United States, Guatemala",,-1.0,6.5,211,tt10276578,,,,,
Lou,2017,G,16 Jun 2017,7,Animation|Short|Comedy,Dave Mullins,Dave Mullins,Jack Bright,English,United States,Nominated for 1 Oscar. 3 nominations total,-1.0,7.8,"7,390",tt6267732,175831.0,Lou (2017),Animation,Lou,2017.0
The Luck of the Irish,2001,TV-G,09 Mar 2001,86,Adventure|Comedy|Drama|Family|Fantasy|Sport,Paul Hoen,"Andrew Price (story), Andrew Price (teleplay), Mark Edward Edens (teleplay)","Ryan Merriman, Henry Gibson, Alexis Lopez, Glenndon Chatman",English,USA,,-1.0,6.2,"7,026",tt0274636,135274.0,The Luck of the Irish (2001),Adventure|Children|Comedy,The Luck of the Irish,2001.0
Luxo Jr.,1986,G,10 Jul 1987,2,Animation|Short|Comedy,John Lasseter,John Lasseter,Mel Blanc,None,United States,Nominated for 1 Oscar. 5 wins & 2 nominations total,-1.0,7.3,"14,292",tt0091455,,,,,
Magician Mickey,1937,Approved,06 Feb 1937,8,Family|Animation|Comedy,David Hand,Vernon Stallings,"Pinto Colvig, Walt Disney, Clarence Nash",English,United States,,-1.0,7.2,"1,085",tt0029188,145188.0,Magician Mickey (1937),Animation,Magician Mickey,1937.0
Mail Dog,1947,Approved,14 Nov 1947,7,Comedy|Family|Animation,Charles A. Nichols,"Eric Gurney, Bill de la Torre",Pinto Colvig,English,United States,,-1.0,6.3,364,tt0039596,182057.0,Mail Dog (1947),Animation,Mail Dog,1947.0
Man Among Cheetahs,2017,G,11 Dec 2017,-1,Documentary,Richard Slater-Jones,James Manfull,Robert Poole,English,USA,,-1.0,6.8,35,tt7974952,,,,,
MARS: Inside SpaceX,2018,G,12 Nov 2018,46,Documentary,Julia Reagan,,Raz Friman,English,USA,,-1.0,7.4,695,tt9269852,197495.0,MARS: Inside SpaceX (2018),Documentary,MARS: Inside SpaceX,2018.0
Marvel Rising: Secret Warriors,2018,G,30 Sep 2018,80,Animation|Action|Comedy|Fantasy|Sci-Fi,"Alfred Gimeno, Eric Radomski",Mairghread Scott,"Dee Bradley Baker, Chloe Bennet, Kathreen Khavari, Andrew Kishino",English,USA,,-1.0,5.3,"1,094",tt7728344,194088.0,Marvel Rising: Secret Warriors (2018),Action|Animation|Comedy,Marvel Rising: Secret Warriors,2018.0
Marvel Studios: Assembling a Universe,2014,TV-PG,18 Mar 2014,43,Documentary|History,,,"Axel Alonso, Victoria Alonso, Hayley Atwell, Jeffrey Bell",English,USA,,-1.0,7.4,"1,286",tt3591568,165865.0,Marvel Studios: Assembling a Universe (2014),Documentary,Marvel Studios: Assembling a Universe,2014.0
Marvel Studios: Expanding the Universe,2019,TV-PG,12 Nov 2019,12,Documentary|Short,,,"Stephen Broussard, Kevin Feige, Mary Livanos",English,United States,,-1.0,6.7,431,tt11295300,,,,,
Marvel Studios' Avengers: Endgame LIVE Red Carpet World Premiere,2019,G,22 Apr 2019,118,Reality-TV,Bill Chapman,,"Victoria Alonso, Linda Cardellini, Don Cheadle",English,United States,,-1.0,7.4,25,tt10240638,,,,,
Marvel Studios' Captain Marvel LIVE Red Carpet World Premiere,2019,PG-13,04 Mar 2019,103,Reality-TV,Bill Chapman,,"Akira Akbar, Annette Bening, Chloe Bennet",English,United States,,-1.0,6.2,23,tt9908924,,,,,
Marvel's Hero Project,2019,TV-G,12 Nov 2019,30,Documentary,,,"Jordan Reeves, Daniella Benitez, Salvador Gómez-Colón",English,United States,1 nomination,-1.0,6.1,157,tt10163846,,,,,
Mary Poppins,1964,G,18 Jun 1965,139,Comedy|Family|Fantasy,Robert Stevenson,"Bill Walsh, Don DaGradi, P.L. Travers","Julie Andrews, Dick Van Dyke, David Tomlinson",English,United States,Won 5 Oscars. 22 wins & 17 nominations total,88.0,7.8,"168,315",tt0058331,1028.0,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,Mary Poppins,1964.0
Mater and the Ghostlight,2006,G,25 Oct 2006,7,Animation|Short|Comedy|Family|Horror,"John Lasseter, Dan Scanlon(co-director)","Joe Ranft (original story by), John Lasseter (original story by), Dan Scanlon (original story by)","Larry the Cable Guy, Owen Wilson, Michael Wallis, Bonnie Hunt",English,USA,,-1.0,6.6,"7,624",tt0901686,109420.0,Mater and the Ghostlight (2006),Animation|Children|Comedy,Mater and the Ghostlight,2006.0
Melody Time,1948,Approved,27 May 1948,75,Animation|Comedy|Family,"Clyde Geronimi, Wilfred Jackson, Jack Kinney","Winston Hibler, Erdman Penner, Harry Reeves","Roy Rogers, Trigger, Dennis Day",English,United States,1 win,69.0,6.2,"5,929",tt0040580,3776.0,Melody Time (1948),Animation|Children|Musical,Melody Time,1948.0
Mickey Down Under,1948,G,19 Mar 1948,7,Family|Animation|Short,Charles A. Nichols,"MacDonald MacPherson, Jack Huber","Pinto Colvig, James MacDonald",English,United States,,-1.0,5.7,613,tt0040587,182047.0,Mickey Down Under (1948),Animation|Children,Mickey Down Under,1948.0
"Mickey, Donald, Goofy: The Three Musketeers",2004,G,17 Aug 2004,68,Animation|Adventure|Comedy|Family|Musical|Romance,Donovan Cook,"Evan Spiliotopoulos (screenplay), David Mickey Evans (screenplay), Robin Kingsland","Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor",English,USA,1 win & 5 nominations.,-1.0,6.4,"8,658",tt0371823,131092.0,"Mickey, Donald, Goofy: The Three Musketeers (2004)",Adventure|Animation|Children|Comedy,"Mickey, Donald, Goofy: The Three Musketeers",2004.0
Mickey's Birthday Party,1942,Passed,07 Feb 1942,8,Animation|Short|Comedy,"Hamilton Luske, Riley Thomson",Warren Foster (story),"Thelma Boardman, Pinto Colvig, Walt Disney",English,United States,,-1.0,6.6,855,tt0035064,181999.0,Mickey's Birthday Party (1942),Animation|Children|Comedy,Mickey's Birthday Party,1942.0
Mickey's Christmas Carol,1983,G,16 Dec 1983,26,Animation|Short|Comedy,Burny Mattinson,"Charles Dickens, Burny Mattinson, Tony Marino","Alan Young, Wayne Allwine, Hal Smith",English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,8.0,"12,568",tt0085936,136542.0,Mickey's Christmas Carol (1983),Animation|Children,Mickey's Christmas Carol,1983.0
Mickey's Delayed Date,1947,Approved,03 Oct 1947,7,Animation|Short|Comedy,"Charles A. Nichols, Wilfred Jackson",Art Scott,"Ruth Clifford, Pinto Colvig, Walt Disney",English,United States,,-1.0,6.5,664,tt0039623,181783.0,Mickey's Delayed Date (1947),Animation|Comedy,Mickey's Delayed Date,1947.0
Mickey's Once Upon a Christmas,1999,Not-Rated,09 Nov 1999,66,Animation|Comedy|Family|Fantasy,"Alex Mann, Jun Falkenstein, Bradley Raymond, Toby Shelton, Bill Speers","Charlie Cohen (screenplay), William Dean Howells (story inspired by ""Christmas Every Day""), Scott Spencer Gorden (screenplay), Tom Nance (screenplay), Carter Crocker (screenplay), Richard Cray (screenplay), Temple Mathews (screenplay), O. Henry (story based on ""The Gift of the Magi""), Thomas Hart (interstitial narration), Eddie Guzelian (interstitial narration), Alex Mann, Ross Hastings","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo",English,USA,2 nominations.,-1.0,7.1,"7,365",tt0238414,72692.0,Mickey's Once Upon a Christmas (1999),Animation|Comedy|Fantasy,Mickey's Once Upon a Christmas,1999.0
Mickey's Rival,1936,Approved,20 Jun 1936,8,Animation|Short|Comedy,Wilfred Jackson,"Earl Hurd, Vernon Stallings","Sonny Dawson, Walt Disney, Marcellite Garner",English,United States,,-1.0,6.7,"1,065",tt0027964,,,,,
Mickey's Trailer,1938,Approved,06 May 1938,8,Animation|Short|Adventure,Ben Sharpsteen,Jack Kinney,"Pinto Colvig, Walt Disney, Clarence Nash",English,United States,,-1.0,8.0,"3,121",tt0030448,136596.0,Mickey's Trailer (1938),Animation,Mickey's Trailer,1938.0
Mickey's Twice Upon a Christmas,2004,G,09 Nov 2004,68,Animation|Comedy|Family|Fantasy,"Theresa Cullen, Carole Holliday, Peggy Holmes, Matthew O'Callaghan","Bill Motz (screenplay), Bob Roth (screenplay), Peggy Holmes (screenplay), Peggy Holmes (story), Chad Fiveash (screenplay: segment ""Christmas: Impossible""), James Patrick Stoteraux (screenplay), Matthew O'Callaghan (screenplay), Chad Fiveash (story: segment ""Christmas: Impossible""), James Patrick Stoteraux (story), Bill Motz (screenplay), Bob Roth (screenplay), Shirley Pierce (screenplay), Theresa Cullen (story), Jim Peronto (screenplay), Carole Holliday (screenplay), Carole Holliday (story), Michael Shipley (screenplay), Jim Bernstein (screenplay), Shirley Pierce (screenplay), Colin Goldman (story), Matthew O'Callaghan (story), Robin Kingsland","Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings",English,USA,1 win & 3 nominations.,-1.0,6.5,"4,393",tt0424279,,,,,
Mike's New Car,2002,Not-Rated,02 May 2003,4,Animation|Short|Comedy|Family|Fantasy,"Pete Docter, Roger Gould","Pete Docter (original story), Jeff Pidgeon (story), Roger Gould (story), Rob Gibbs (story)","Billy Crystal, John Goodman",English,USA,,-1.0,7.1,"12,845",tt0323250,,,,,
Minutemen,2008,TV-G,25 Jan 2008,98,Adventure|Comedy|Family|Romance|Sci-Fi|Thriller,Lev L. Spiro,"John Killoran (teleplay), David Diamond (story), David Weissman (story)","Jason Dolley, Luke Benward, Nicholas Braun, Chelsea Kane",English,USA,5 nominations.,-1.0,5.8,"5,582",tt1072755,143035.0,Minutemen (2008),Adventure|Children|Comedy|Sci-Fi,Minutemen,2008.0
Miracle at Midnight,1998,G,17 May 1998,90,Drama,Ken Cameron,"Chris Bryant, Monte Merrick","Sam Waterston, Mia Farrow, Justin Whalin, Patrick Malahide",English,USA,3 wins & 1 nomination.,-1.0,7.0,293,tt0157996,,,,,
Miracle in Lane 2,2000,G,13 May 2000,120,Biography|Comedy|Drama|Family|Sport,Greg Beeman,"Joel Kauffmann, Donald C. Yost","Frankie Muniz, Rick Rossovich, Molly Hagan, Patrick Levis",English,USA,3 wins & 3 nominations.,-1.0,6.1,"1,992",tt0218440,,,,,
Miracle Landing on the Hudson,2014,G,05 Jan 2014,90,Drama,Simon George,Simon George,"Kate Steavenson-Payne, Sara Stewart, Matthew Douglas, Todd Boyce",English,USA,,-1.0,6.6,118,tt3067436,,,,,
Mission to the Sun,2018,G,19 Nov 2018,60,Documentary,Daniel M. Smith,,"Henry Goodman, Jack Baker, Nicky Fox, Jeffrey Johnson",English,USA,,-1.0,6.8,111,tt9165688,,,,,
Mom's Got a Date with a Vampire,2000,TV-PG,13 Oct 2000,85,Comedy|Family|Fantasy|Horror,Steve Boyum,"Lindsay Naythons (story), Robert Keats (teleplay)","Matt O'Leary, Laura Vandervoort, Myles Jeffrey, Caroline Rhea",English,"Canada, USA",1 win & 3 nominations.,-1.0,5.9,"3,829",tt0250593,,,,,
"Monsters, Inc.",2001,G,02 Nov 2001,92,Animation|Adventure|Comedy,"Pete Docter, David Silverman, Lee Unkrich","Pete Docter, Jill Culton, Jeff Pidgeon","Billy Crystal, John Goodman, Mary Gibbs",English,United States,Won 1 Oscar. 15 wins & 38 nominations total,79.0,8.1,"875,550",tt0198781,,,,,
Motocrossed,2001,TV-G,16 Feb 2001,110,Action|Adventure|Family,Steve Boyum,"Ann Austen, Douglas Sloan","Alana Austin, Riley Smith, Mary-Margaret Humes, Trever O'Brien",English,USA,3 nominations.,-1.0,6.6,"4,753",tt0273842,73879.0,Motocrossed (2001),Action|Children|Comedy|Romance,Motocrossed,2001.0
Disney's Newsies: The Broadway Musical!,2017,PG,16 Feb 2017,149,Musical,"Jeff Calhoun, Brett Sullivan","Harvey Fierstein, Bob Tzudiker, Noni White","Jeremy Jordan, Kara Lindsay, Ben Fankhauser",English,United States,,-1.0,8.4,"2,873",tt6346162,,,,,
Noelle,2019,G,12 Nov 2019,100,Adventure|Comedy|Family,Marc Lawrence,Marc Lawrence,"Anna Kendrick, Shirley MacLaine, Bill Hader","English, American Sign ",United States,1 win,48.0,6.3,"21,020",tt5097410,208813.0,Noelle (2019),Children,Noelle,2019.0
Now You See It...,2005,TV-G,14 Jan 2005,83,Drama|Family|Fantasy|Mystery,Duwayne Dunham,Bill Fritz,"Aly Michalka, Johnny Pacar, Frank Langella, Chris Olivero",English,USA,,-1.0,6.2,"2,304",tt0426568,,,,,
Olaf's Frozen Adventure,2017,G,27 Oct 2017,22,Animation|Short|Adventure,"Kevin Deters, Stevie Wermers","Jac Schaeffer, Brian Kesinger, Hans Christian Andersen","Josh Gad, Idina Menzel, Kristen Bell",English,United States,3 nominations,-1.0,5.6,"12,646",tt5452780,181601.0,Olaf's Frozen Adventure (2017),Adventure|Animation|Children|Comedy|Fantasy,Olaf's Frozen Adventure,2017.0
Old Yeller,1957,Approved,10 Jul 1959,83,Adventure|Drama|Family,Robert Stevenson,"Fred Gipson, William Tunberg","Dorothy McGuire, Fess Parker, Tommy Kirk",English,United States,2 wins,84.0,7.3,"13,231",tt0050798,1012.0,Old Yeller (1957),Children|Drama,Old Yeller,1957.0
Once Upon a Mattress,2005,PG,18 Dec 2005,90,Comedy|Musical|Romance,Kathleen Marshall,"Marshall Barer (musical), Dean Fuller (musical), Jay Thompson (musical), Mary Rodgers (musical), Janet Brownell (teleplay)","Carol Burnett, Tracey Ullman, Denis O'Hare, Zooey Deschanel",English,USA,Nominated for 2 Primetime Emmys. Another 1 nomination.,-1.0,6.4,"1,025",tt0426148,,,,,
Out of the Box,1998,TV-Y,07 Oct 1998,24,Family|Fantasy|Music,,Douglas Love,"Tony James, Vivian Bayubay, Celine Ordioni",English,United States,1 nomination,-1.0,7.5,955,tt0277514,,,,,
Paris to Pittsburgh,2018,G,12 Dec 2018,77,Documentary,"Sidney Beaumont, Michael Bonfiglio",,"Rachel Brosnahan, Bill Peduto, Eva Resnick-Day",English,United States,,-1.0,6.5,138,tt9236264,206847.0,Paris to Pittsburgh (2018),Documentary,Paris to Pittsburgh,2018.0
Partly Cloudy,2009,G,29 May 2009,6,Animation|Short|Comedy,Peter Sohn,Peter Sohn,"Tony Fucile, Lori Richardson",None,United States,,-1.0,8.1,"21,734",tt1425244,72356.0,Partly Cloudy (2009),Animation|Children|Comedy|Fantasy,Partly Cloudy,2009.0
Party Central,2014,PG,21 Mar 2014,5,Animation|Short|Adventure,Kelsey Mann,Kelsey Mann,"Billy Crystal, John Goodman, Peter Sohn",English,United States,,-1.0,7.1,"2,801",tt3116154,196613.0,Party Central (2014),Animation|Children|Comedy|Fantasy,Party Central,2014.0
Perri,1957,G,28 Aug 1957,75,Adventure|Family|Fantasy,"Paul Kenworthy, Ralph Wright","Ralph Wright, Winston Hibler, Felix Salten",Winston Hibler,English,United States,Nominated for 1 Oscar. 1 win & 1 nomination total,-1.0,6.8,529,tt0050837,167132.0,Perri (1957),Adventure|Children|Fantasy,Perri,1957.0
Peter Pan,1953,G,05 Feb 1953,77,Animation|Adventure|Family,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske","J.M. Barrie, Ted Sears, Erdman Penner","Bobby Driscoll, Kathryn Beaumont, Hans Conried","English, American Sign ",United States,2 nominations,76.0,7.3,"136,150",tt0046183,2087.0,Peter Pan (1953),Animation|Children|Fantasy|Musical,Peter Pan,1953.0
Phantom of the Megaplex,2000,TV-G,10 Nov 2000,89,Action|Comedy|Family|Mystery,Blair Treu,Stu Krieger,"Taylor Handley, Corinne Bohrer, Caitlin Wachs, Jacob Smith",English,"USA, Canada",3 nominations.,-1.0,6.4,"3,079",tt0266850,104050.0,Phantom of the Megaplex (2000),Action|Children|Comedy|Mystery,Phantom of the Megaplex,2000.0
Phineas and Ferb,2007,TV-G,17 Aug 2007,15,Animation|Short|Action,,"Jeff 'Swampy' Marsh, Dan Povenmire","Vincent Martella, Thomas Brodie-Sangster, Dan Povenmire",English,United States,Won 3 Primetime Emmys. 4 wins & 40 nominations total,-1.0,8.1,"42,255",tt0852863,,,,,
Phineas and Ferb the Movie: Across the 2nd Dimension,2011,TV-G,05 Aug 2011,78,Animation|Action|Adventure|Comedy|Family|Musical|Sci-Fi,"Robert Hughes, Dan Povenmire, Jay Lender, Jeff 'Swampy' Marsh, Kyle Menke","Jon Colton Barry, Dan Povenmire, Jeff 'Swampy' Marsh, Michael Diederich (additional material), Wendy Grieb (additional material), Chris Headrick (additional material), Seth Kearsley (additional material), Kyle Menke (additional material), Tom Minton (additional material), Zac Moncrief (additional material), Sue Perrotto (additional material), Bernie Petterson (additional material), Joe Orrantia (additional material), Aliki Theofilopoulos (additional material), Chong Lee (additional material), Kaz (additional material), Antoine Guilbaud (additional material), Kim Roberson (additional material)","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea","Mandarin, Chinese, Min Nan, English","USA, Taiwan, China",Nominated for 1 Primetime Emmy. Another 3 wins & 3 nominations.,-1.0,7.4,"9,570",tt1825918,,,,,
